year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct,spread_pct_real,ref_pct,m_freq,inflation_rate,gdp_growth,unemployment_rate,euribor_ref_pct,log_importe,euribor_sq,tedr_pred_pct
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,142044.8,2.11,,3.6518,1.482,1.482,2.11,12,3.2,-1.5,22.62,2.11,11.863904819791365,4.4521,7.522211308066501
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5069.3,2.044,,20.4767,16.73,16.73,2.044,12,3.2,-1.5,22.62,2.044,8.531155266432291,4.177936,7.522211308066501
2011,5,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13308710.3,,1.425,2.9517,1.498,1.498,1.425,3,3.2,-0.3,20.76,1.425,16.403929363745355,2.030625,6.5169145792877154
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12244.64,2.097,,8.1297,5.745,5.745,2.097,12,3.2,-0.84,21.75,2.097,9.412925234251551,4.397409,6.969298107238169
2011,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11899.64,2.004,,8.5681,6.245,6.245,2.004,12,3.2,-1.5,22.62,2.004,9.384347459166053,4.016016,7.522211308066501
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,147816.19,2.147,,3.3537,1.156,1.156,2.147,12,3.2,-0.3,20.76,2.147,11.903731586551915,4.609608999999999,6.5169145792877154
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23214.33,2.067,,8.589,6.201,6.201,2.067,12,3.2,-0.84,21.75,2.067,10.052568115300224,4.272489000000001,6.969298107238169
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1886855.42,,1.426,3.3577,1.895,1.895,1.426,3,3.2,-1.5,22.62,1.426,14.450422732425563,2.033476,7.522211308066501
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5889.3,2.004,,20.455,16.752,16.752,2.004,12,3.2,-1.5,22.62,2.004,8.681062209134629,4.016016,7.522211308066501
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1054.23,2.144,,19.8995,16.142,16.142,2.144,12,3.2,-0.3,20.76,2.144,6.9615140316282265,4.596736000000001,6.5169145792877154
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,19255.54,2.097,,8.1297,5.745,5.745,2.097,12,3.2,-0.84,21.75,2.097,9.865606022277017,4.397409,6.969298107238169
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,19692.72,1.55,,7.6909,5.882,5.882,1.55,12,3.2,0.08,20.49,1.55,9.888055082178496,2.4025000000000003,6.198570615174433
2011,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,142978.73,,1.489,4.6622,3.103,3.103,1.489,3,3.2,-0.3,20.76,1.489,11.870458150943064,2.217121,6.5169145792877154
2011,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,100088.22,1.714,,2.9821,1.228,1.228,1.714,12,3.2,0.08,20.49,1.714,11.513817267196387,2.937796,6.198570615174433
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23083.99,2.097,,8.1297,5.745,5.745,2.097,12,3.2,-0.84,21.75,2.097,10.046937901759275,4.397409,6.969298107238169
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,228103.97,2.144,,3.4333,1.236,1.236,2.144,12,3.2,-0.3,20.76,2.144,12.33756119672428,4.596736000000001,6.5169145792877154
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6420428.19,,1.485,3.0048,1.49,1.49,1.485,3,3.2,-1.5,22.62,1.485,15.67499552545657,2.2052250000000004,7.522211308066501
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15550.13,1.714,,7.8911,5.905,5.905,1.714,12,3.2,0.08,20.49,1.714,9.651888583777419,2.937796,6.198570615174433
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6870773.6,,1.426,3.3577,1.895,1.895,1.426,3,3.2,-1.5,22.62,1.426,15.742787408934309,2.033476,7.522211308066501
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,179761.2,2.097,,3.5861,1.431,1.431,2.097,12,3.2,-0.84,21.75,2.097,12.099390145324596,4.397409,6.969298107238169
2011,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,22228.91,,1.426,5.1703,3.658,3.658,1.426,3,3.2,-1.5,22.62,1.426,10.009193958367051,2.033476,7.522211308066501
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2489.97,2.067,,20.2829,16.543,16.543,2.067,12,3.2,-0.84,21.75,2.067,7.820427471833576,4.272489000000001,6.969298107238169
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,17513.7,2.067,,8.589,6.201,6.201,2.067,12,3.2,-0.84,21.75,2.067,9.77079580730905,4.272489000000001,6.969298107238169
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,44163.71,,1.576,5.1712,3.509,3.509,1.576,3,3.2,-1.5,22.62,1.576,10.695681332872153,2.483776,7.522211308066501
2011,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,342286.1,1.714,,2.9821,1.228,1.228,1.714,12,3.2,0.08,20.49,1.714,12.743405137567992,2.937796,6.198570615174433
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,137639.26,2.067,,3.5753,1.451,1.451,2.067,12,3.2,-0.84,21.75,2.067,11.832398748895393,4.272489000000001,6.969298107238169
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,89189.56,2.067,,3.5753,1.451,1.451,2.067,12,3.2,-0.84,21.75,2.067,11.398530483371342,4.272489000000001,6.969298107238169
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,306921.87,2.004,,3.5754,1.514,1.514,2.004,12,3.2,-1.5,22.62,2.004,12.634351757218818,4.016016,7.522211308066501
2011,1,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,60601.47,,1.017,4.1106,3.039,3.039,1.017,3,3.2,0.08,20.49,1.017,11.012090930302685,1.0342889999999998,6.198570615174433
2011,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,13515.49,2.183,,7.8985,5.443,5.443,2.183,12,3.2,-0.84,21.75,2.183,9.511665700506432,4.765489,6.969298107238169
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,74255.69,,1.087,4.3531,3.204,3.204,1.087,3,3.2,0.08,20.49,1.087,11.215283153616195,1.1815689999999999,6.198570615174433
2011,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,123094.06,,1.485,5.2799,3.705,3.705,1.485,3,3.2,-1.5,22.62,1.485,11.720712181391686,2.2052250000000004,7.522211308066501
2011,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,70832.81,,1.176,4.519,3.277,3.277,1.176,3,3.2,0.08,20.49,1.176,11.168091708067621,1.3829759999999998,6.198570615174433
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,396845.81,2.044,,3.6273,1.524,1.524,2.044,12,3.2,-1.5,22.62,2.044,12.89130561618509,4.177936,7.522211308066501
2011,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,127242.09,,1.176,4.519,3.277,3.277,1.176,3,3.2,0.08,20.49,1.176,11.753854630384305,1.3829759999999998,6.198570615174433
2011,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,17010.27,2.183,,7.8985,5.443,5.443,2.183,12,3.2,-0.84,21.75,2.183,9.741631344566393,4.765489,6.969298107238169
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2371.6,2.11,,20.5754,16.747,16.747,2.11,12,3.2,-1.5,22.62,2.11,7.771741679227003,4.4521,7.522211308066501
2011,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27387.21,2.11,,8.7389,6.297,6.297,2.11,12,3.2,-1.5,22.62,2.11,10.217867907803203,4.4521,7.522211308066501
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3495.18,1.55,,19.445,16.351,16.351,1.55,12,3.2,0.08,20.49,1.55,8.159426222864182,2.4025000000000003,6.198570615174433
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,272265.73,2.147,,3.3537,1.156,1.156,2.147,12,3.2,-0.3,20.76,2.147,12.514537489779539,4.609608999999999,6.5169145792877154
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,145477.33,2.183,,3.4917,1.254,1.254,2.183,12,3.2,-0.84,21.75,2.183,11.887782419793906,4.765489,6.969298107238169
2011,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,57265.6,,1.426,5.1703,3.658,3.658,1.426,3,3.2,-1.5,22.62,1.426,10.955472835719151,2.033476,7.522211308066501
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4111.96,2.086,,19.9591,16.251,16.251,2.086,12,3.2,-0.3,20.76,2.086,8.321898242921767,4.351395999999999,6.5169145792877154
2011,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3921874.82,,1.321,3.2139,1.859,1.859,1.321,3,3.2,-0.3,20.76,1.321,15.18208062282003,1.7450409999999998,6.5169145792877154
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,158901.16,2.067,,3.5753,1.451,1.451,2.067,12,3.2,-0.84,21.75,2.067,11.97604394588742,4.272489000000001,6.969298107238169
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,26694.41,2.086,,7.5363,5.202,5.202,2.086,12,3.2,-0.3,20.76,2.086,10.192246919497745,4.351395999999999,6.5169145792877154
2011,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2423065.15,,1.321,3.2139,1.859,1.859,1.321,3,3.2,-0.3,20.76,1.321,14.700544300292695,1.7450409999999998,6.5169145792877154
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15445.32,2.067,,8.589,6.201,6.201,2.067,12,3.2,-0.84,21.75,2.067,9.64512606625243,4.272489000000001,6.969298107238169
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,14368.55,2.086,,7.5363,5.202,5.202,2.086,12,3.2,-0.3,20.76,2.086,9.572866663342655,4.351395999999999,6.5169145792877154
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,281547.34,2.144,,3.4333,1.236,1.236,2.144,12,3.2,-0.3,20.76,2.144,12.548059434732156,4.596736000000001,6.5169145792877154
2011,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,110923.59,,1.426,5.1703,3.658,3.658,1.426,3,3.2,-1.5,22.62,1.426,11.616605880049159,2.033476,7.522211308066501
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,219099.2,2.183,,3.4917,1.254,1.254,2.183,12,3.2,-0.84,21.75,2.183,12.297284438408335,4.765489,6.969298107238169
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,155707.95,2.067,,3.5753,1.451,1.451,2.067,12,3.2,-0.84,21.75,2.067,11.955743838507873,4.272489000000001,6.969298107238169
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,174750.09,2.086,,3.2106,1.078,1.078,2.086,12,3.2,-0.3,20.76,2.086,12.071117897558722,4.351395999999999,6.5169145792877154
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2359.29,2.004,,20.455,16.752,16.752,2.004,12,3.2,-1.5,22.62,2.004,7.7665397718262925,4.016016,7.522211308066501
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,99239.89,,1.576,5.1712,3.509,3.509,1.576,3,3.2,-1.5,22.62,1.576,11.505305405923524,2.483776,7.522211308066501
2011,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,28994.51,,1.552,4.7222,3.098,3.098,1.552,3,3.2,-0.84,21.75,1.552,10.274896269395375,2.408704,6.969298107238169
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,339841.01,2.147,,3.3537,1.156,1.156,2.147,12,3.2,-0.3,20.76,2.147,12.736236112126187,4.609608999999999,6.5169145792877154
2011,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,142107.88,,1.489,4.6622,3.103,3.103,1.489,3,3.2,-0.3,20.76,1.489,11.864348803336076,2.217121,6.5169145792877154
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2659.37,2.097,,20.0161,16.288,16.288,2.097,12,3.2,-0.84,21.75,2.097,7.886220489846911,4.397409,6.969298107238169
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10736.37,2.067,,8.589,6.201,6.201,2.067,12,3.2,-0.84,21.75,2.067,9.281485459117938,4.272489000000001,6.969298107238169
2011,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3867.35,1.924,,19.9333,16.391,16.391,1.924,12,3.2,0.08,20.49,1.924,8.260583338518867,3.7017759999999997,6.198570615174433
2011,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,24453.15,2.004,,8.5681,6.245,6.245,2.004,12,3.2,-1.5,22.62,2.004,10.104555214651135,4.016016,7.522211308066501
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),5864165.04,,1.426,3.3577,1.895,1.895,1.426,3,3.2,-1.5,22.62,1.426,15.584370837291006,2.033476,7.522211308066501
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,113787.58,2.144,,3.4333,1.236,1.236,2.144,12,3.2,-0.3,20.76,2.144,11.642097444144971,4.596736000000001,6.5169145792877154
2011,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,13982.66,2.144,,7.3551,4.974,4.974,2.144,12,3.2,-0.3,20.76,2.144,9.545644784098595,4.596736000000001,6.5169145792877154
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13237603.72,,1.426,3.3577,1.895,1.895,1.426,3,3.2,-1.5,22.62,1.426,16.39857217971981,2.033476,7.522211308066501
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2524.22,2.086,,19.9591,16.251,16.251,2.086,12,3.2,-0.3,20.76,2.086,7.834083466626845,4.351395999999999,6.5169145792877154
2011,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1971059.73,,1.321,3.2139,1.859,1.859,1.321,3,3.2,-0.3,20.76,1.321,14.494082397430859,1.7450409999999998,6.5169145792877154
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,118570.2,2.11,,3.6518,1.482,1.482,2.11,12,3.2,-1.5,22.62,2.11,11.683268903004766,4.4521,7.522211308066501
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2315.76,2.004,,20.455,16.752,16.752,2.004,12,3.2,-1.5,22.62,2.004,7.747924936848982,4.016016,7.522211308066501
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4799.73,2.144,,19.8995,16.142,16.142,2.144,12,3.2,-0.3,20.76,2.144,8.476523268665817,4.596736000000001,6.5169145792877154
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1135.15,2.004,,20.455,16.752,16.752,2.004,12,3.2,-1.5,22.62,2.004,7.035400632817807,4.016016,7.522211308066501
2011,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18819.82,2.147,,7.9385,5.517,5.517,2.147,12,3.2,-0.3,20.76,2.147,9.842718982859697,4.609608999999999,6.5169145792877154
2011,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,35523.62,,1.598,4.7787,3.107,3.107,1.598,3,3.2,-0.84,21.75,1.598,10.477981256215621,2.5536040000000004,6.969298107238169
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,376488.48,2.044,,3.6273,1.524,1.524,2.044,12,3.2,-1.5,22.62,2.044,12.838645384264648,4.177936,7.522211308066501
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9334217.62,,1.598,3.1335,1.503,1.503,1.598,3,3.2,-0.84,21.75,1.598,16.049197627116044,2.5536040000000004,6.969298107238169
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,122883.96,,1.087,4.3531,3.204,3.204,1.087,3,3.2,0.08,20.49,1.087,11.719003912150205,1.1815689999999999,6.198570615174433
2011,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9438.77,2.11,,8.7389,6.297,6.297,2.11,12,3.2,-1.5,22.62,2.11,9.15268689443595,4.4521,7.522211308066501
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4018.2,1.55,,19.445,16.351,16.351,1.55,12,3.2,0.08,20.49,1.55,8.298838156833824,2.4025000000000003,6.198570615174433
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,261384.03,1.55,,2.8804,1.293,1.293,1.55,12,3.2,0.08,20.49,1.55,12.473749809978411,2.4025000000000003,6.198570615174433
2011,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7799987.48,,1.017,2.6464,1.606,1.606,1.017,3,3.2,0.08,20.49,1.017,15.869632814735652,1.0342889999999998,6.198570615174433
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3950.81,2.067,,20.2829,16.543,16.543,2.067,12,3.2,-0.84,21.75,2.067,8.28192898078895,4.272489000000001,6.969298107238169
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,361934.05,1.55,,2.8804,1.293,1.293,1.55,12,3.2,0.08,20.49,1.55,12.799220054820731,2.4025000000000003,6.198570615174433
2011,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,146272.41,,1.552,4.7222,3.098,3.098,1.552,3,3.2,-0.84,21.75,1.552,11.893232820660597,2.408704,6.969298107238169
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4580116.25,,1.485,3.0048,1.49,1.49,1.485,3,3.2,-1.5,22.62,1.485,15.337235156199363,2.2052250000000004,7.522211308066501
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,116186.64,2.183,,3.4917,1.254,1.254,2.183,12,3.2,-0.84,21.75,2.183,11.662961749411972,4.765489,6.969298107238169
2011,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15147.63,1.924,,7.8508,5.658,5.658,1.924,12,3.2,0.08,20.49,1.924,9.625665377805658,3.7017759999999997,6.198570615174433
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31777.92,1.55,,7.6909,5.882,5.882,1.55,12,3.2,0.08,20.49,1.55,10.366558455875742,2.4025000000000003,6.198570615174433
2011,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,107897.78,,1.485,5.2799,3.705,3.705,1.485,3,3.2,-1.5,22.62,1.485,11.58894884441678,2.2052250000000004,7.522211308066501
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2159.87,2.097,,20.0161,16.288,16.288,2.097,12,3.2,-0.84,21.75,2.097,7.6782661973627935,4.397409,6.969298107238169
2011,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,117669.07,,1.176,4.519,3.277,3.277,1.176,3,3.2,0.08,20.49,1.176,11.675639970341795,1.3829759999999998,6.198570615174433
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,155326.32,2.086,,3.2106,1.078,1.078,2.086,12,3.2,-0.3,20.76,2.086,11.953289911243976,4.351395999999999,6.5169145792877154
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1624.13,2.086,,19.9591,16.251,16.251,2.086,12,3.2,-0.3,20.76,2.086,7.393343091564009,4.351395999999999,6.5169145792877154
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),5755028.78,,1.598,3.1335,1.503,1.503,1.598,3,3.2,-0.84,21.75,1.598,15.565584774755488,2.5536040000000004,6.969298107238169
2011,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2124366.53,,1.552,3.2077,1.622,1.622,1.552,3,3.2,-0.84,21.75,1.552,14.568984683098003,2.408704,6.969298107238169
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,23499.75,,1.576,5.1712,3.509,3.509,1.576,3,3.2,-1.5,22.62,1.576,10.064787614516598,2.483776,7.522211308066501
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3026.25,2.067,,20.2829,16.543,16.543,2.067,12,3.2,-0.84,21.75,2.067,8.015409895634475,4.272489000000001,6.969298107238169
2011,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,126199.85,,1.598,4.7787,3.107,3.107,1.598,3,3.2,-0.84,21.75,1.598,11.745629964407296,2.5536040000000004,6.969298107238169
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2263.64,2.097,,20.0161,16.288,16.288,2.097,12,3.2,-0.84,21.75,2.097,7.72517108488742,4.397409,6.969298107238169
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,296912.42,2.097,,3.5861,1.431,1.431,2.097,12,3.2,-0.84,21.75,2.097,12.60119586013452,4.397409,6.969298107238169
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,21496.46,2.097,,8.1297,5.745,5.745,2.097,12,3.2,-0.84,21.75,2.097,9.975690067601846,4.397409,6.969298107238169
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2696.45,2.183,,19.8433,16.056,16.056,2.183,12,3.2,-0.84,21.75,2.183,7.900062161279315,4.765489,6.969298107238169
2011,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12483350.91,,1.321,3.2139,1.859,1.859,1.321,3,3.2,-0.3,20.76,1.321,16.339906467375776,1.7450409999999998,6.5169145792877154
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4393.04,2.004,,20.455,16.752,16.752,2.004,12,3.2,-1.5,22.62,2.004,8.388004356225833,4.016016,7.522211308066501
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10825.7,2.097,,8.1297,5.745,5.745,2.097,12,3.2,-0.84,21.75,2.097,9.289770584420499,4.397409,6.969298107238169
