year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct,spread_pct_real,ref_pct,m_freq,inflation_rate,gdp_growth,unemployment_rate,euribor_ref_pct,tiene_euribor_12m,tiene_euribor_3m,spread_pred,tin_pred_dec,tedr_pred_pct
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15129.57,1.714,,7.8911,5.905,5.905,1.714,12,3.2,0.08,20.49,1.714,1,0,4.464436239205239,0.061784362392052386,6.356433955560092
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2951265.44,,1.426,3.3577,1.895,1.895,1.426,3,3.2,-1.5,22.62,1.426,0,1,1.2081678333276629,0.02634167833327663,2.657364997128786
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,343836.22,2.044,,3.6273,1.524,1.524,2.044,12,3.2,-1.5,22.62,2.044,1,0,0.5043717308965191,0.02548371730896519,2.578348518790774
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,284701.27,2.11,,3.6518,1.482,1.482,2.11,12,3.2,-1.5,22.62,2.11,1,0,0.5041621315694108,0.026141621315694107,2.645712478751361
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12362902.39,,1.485,3.0048,1.49,1.49,1.485,3,3.2,-1.5,22.62,1.485,0,1,1.2124753301992124,0.026974753301992123,2.721802603082235
2011,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,99769.63,,1.176,4.519,3.277,3.277,1.176,3,3.2,0.08,20.49,1.176,0,1,1.1821702708751136,0.023581702708751137,2.376755396915553
2011,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,125775.45,,1.425,4.6374,3.143,3.143,1.425,3,3.2,-0.3,20.76,1.425,0,1,1.243226961454728,0.026682269614547283,2.692028768398358
2011,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14212109.67,,1.552,3.2077,1.622,1.622,1.552,3,3.2,-0.84,21.75,1.552,0,1,1.1914523169706108,0.02743452316970611,2.768617228940218
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,136724.26,,1.576,5.1712,3.509,3.509,1.576,3,3.2,-1.5,22.62,1.576,0,1,1.216834216599634,0.02792834216599634,2.81891464088484
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4457100.2,,1.598,3.1335,1.503,1.503,1.598,3,3.2,-0.84,21.75,1.598,0,1,1.1824884603612758,0.02780488460361276,2.8063384631368926
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,155637.62,2.044,,3.6273,1.524,1.524,2.044,12,3.2,-1.5,22.62,2.044,1,0,0.5009811415485383,0.025449811415485385,2.5748779324530124
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5011.27,2.144,,19.8995,16.142,16.142,2.144,12,3.2,-0.3,20.76,2.144,1,0,14.904593400631653,0.1704859340063165,18.44591099394062
2011,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7194524.84,,1.489,2.9167,1.4,1.4,1.489,3,3.2,-0.3,20.76,1.489,0,1,1.143547260784966,0.026325472607849662,2.655715849406781
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8615859.65,,1.485,3.0048,1.49,1.49,1.485,3,3.2,-1.5,22.62,1.485,0,1,1.203144768964094,0.026881447689640937,2.712303787230308
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11751.25,1.55,,7.6909,5.882,5.882,1.55,12,3.2,0.08,20.49,1.55,1,0,4.456710345321344,0.06006710345321344,6.17487018422358
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4870823.11,,1.598,3.1335,1.503,1.503,1.598,3,3.2,-0.84,21.75,1.598,0,1,1.183016793694609,0.02781016793694609,2.8068766362920883
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,31199.32,,1.576,5.1712,3.509,3.509,1.576,3,3.2,-1.5,22.62,1.576,0,1,1.1969506179265776,0.027729506179265777,2.798660438449785
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3855.24,2.11,,20.5754,16.747,16.747,2.11,12,3.2,-1.5,22.62,2.11,1,0,14.830777330472284,0.16940777330472284,18.32005749175685
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11130.74,1.714,,7.8911,5.905,5.905,1.714,12,3.2,0.08,20.49,1.714,1,0,4.456502789765789,0.06170502789765789,6.348039746117995
2011,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,81992.24,,1.598,4.7787,3.107,3.107,1.598,3,3.2,-0.84,21.75,1.598,0,1,1.2246457457187971,0.02822645745718797,2.849286801469031
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,8964.91,1.55,,7.6909,5.882,5.882,1.55,12,3.2,0.08,20.49,1.55,1,0,4.456213255078255,0.060062132550782556,6.174345029211459
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,50333.06,,1.087,4.3531,3.204,3.204,1.087,3,3.2,0.08,20.49,1.087,0,1,1.3027021050920111,0.023897021050920113,2.4087882360208646
2012,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7876177.31,,0.659,3.1582,2.467,2.467,0.659,3,2.45,-3.05,24.56,0.659,0,1,1.1424746179278231,0.01801474617927823,1.8123139737210359
2012,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4085.53,0.588,,20.8879,18.532,18.532,0.588,12,2.45,-3.16,25.83,0.588,1,0,14.545852517146452,0.1513385251714645,16.228996552347287
2012,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6483675.25,,1.222,2.7913,1.544,1.544,1.222,3,2.45,-2.35,23.54,1.222,0,1,1.0920309566544564,0.023140309566544566,2.3319259802617065
2012,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2443653.75,,0.208,2.46,2.232,2.232,0.208,3,2.45,-3.16,25.83,0.208,0,1,1.1734058299825387,0.013814058299825387,1.3877765335839065
2012,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31396.12,1.678,,9.2392,7.192,7.192,1.678,12,2.45,-2.35,23.54,1.678,1,0,4.453782186369186,0.06131782186369186,6.3070790366837715
2012,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,359975.41,1.837,,3.7139,1.815,1.815,1.8370000000000002,12,2.45,-2.35,23.54,1.837,1,0,0.47853851086495214,0.02315538510864952,2.340271807537486
2012,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,88153.89,,0.685,5.418,4.638,4.638,0.685,3,2.45,-3.05,24.56,0.685,0,1,1.228715089678152,0.019137150896781523,1.9259487323048496
2012,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8480188.08,,0.497,2.7667,2.245,2.245,0.49699999999999994,3,2.45,-2.9,25.28,0.497,0,1,1.1688163611845663,0.016658163611845665,1.6750832955610084
2012,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,7186.16,1.498,,8.819,6.983,6.983,1.498,12,2.45,-2.35,23.54,1.498,1,0,4.449791996336997,0.05947791996336997,6.112641998609347
2012,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28341.77,1.837,,9.5647,7.332,7.332,1.8370000000000002,12,2.45,-2.35,23.54,1.837,1,0,4.463163819763571,0.06300163819763571,6.485307424075604
2012,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,115684.62,0.549,,2.8074,2.223,2.223,0.549,12,2.45,-3.16,25.83,0.549,1,0,0.49952294849823375,0.010485229484982338,1.0535765719414059
2012,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,332995.57,0.588,,2.9665,2.339,2.339,0.588,12,2.45,-3.16,25.83,0.588,1,0,0.5054998261346144,0.010934998261346144,1.0989969908519193
2012,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,339143.1,1.219,,3.3114,2.043,2.043,1.219,12,2.45,-3.05,24.56,1.219,1,0,0.5806273284183651,0.017996273284183652,1.8145456348535038
2012,3,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1635239.85,,0.858,2.7743,1.891,1.891,0.8579999999999999,3,2.45,-2.35,23.54,0.858,0,1,1.144143907414223,0.02002143907414223,2.015535566517479
2012,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9083276.96,,0.192,2.4819,2.27,2.27,0.192,3,2.45,-3.16,25.83,0.192,0,1,1.1998418202461452,0.013918418202461452,1.3983092187506818
2012,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1621.97,0.65,,20.8708,18.456,18.456,0.65,12,2.45,-3.16,25.83,0.65,1,0,14.563108520014499,0.15213108520014498,16.320000363709486
2012,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1424701.33,,0.744,3.02,2.246,2.246,0.744,3,2.45,-3.05,24.56,0.744,0,1,1.1702906076584232,0.01914290607658423,1.9265316173316505
2012,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9743.29,0.549,,7.7618,6.95,6.95,0.549,12,2.45,-3.16,25.83,0.549,1,0,4.169828371078269,0.047188283710782694,4.8222366994764565
2012,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,349638.8,0.588,,2.9665,2.339,2.339,0.588,12,2.45,-3.16,25.83,0.588,1,0,0.502191730896519,0.01090191730896519,1.0956556352186508
2012,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9626.66,0.588,,8.4468,7.548,7.548,0.588,12,2.45,-3.16,25.83,0.588,1,0,4.161828371078269,0.0474982837107827,4.854608893124324
2012,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,99637.51,,1.048,5.2327,4.096,4.096,1.048,3,2.45,-2.35,23.54,1.048,0,1,1.2911045526277487,0.023391045526277486,2.357389987063341
2012,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,22655.26,1.368,,8.644,6.951,6.951,1.368,12,2.45,-3.05,24.56,1.368,1,0,4.520010892239339,0.0588801089223934,6.049536762801
2012,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,147541.13,,0.685,5.418,4.638,4.638,0.685,3,2.45,-3.05,24.56,0.685,0,1,1.2196565324531077,0.019046565324531077,1.9167745117490087
2012,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18469.83,1.219,,7.5914,6.12,6.12,1.219,12,2.45,-3.05,24.56,1.219,1,0,4.480329728748375,0.05699329728748375,5.850589538117412
2012,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,381313.06,0.588,,2.9665,2.339,2.339,0.588,12,2.45,-3.16,25.83,0.588,1,0,0.502556492801281,0.01090556492801281,1.0960240595629278
2012,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,183316.01,0.549,,2.8074,2.223,2.223,0.549,12,2.45,-3.16,25.83,0.549,1,0,0.49571729322866676,0.010447172932286667,1.049734245506273
2012,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,41894.49,,1.048,5.2327,4.096,4.096,1.048,3,2.45,-2.35,23.54,1.048,0,1,1.30254954284489,0.023505495428448903,2.3690145866216206
2012,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,40328.77,,0.497,5.5867,4.989,4.989,0.49699999999999994,3,2.45,-2.9,25.28,0.497,0,1,1.2136080317321225,0.017106080317321224,1.7203805035881814
2012,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3679.69,1.219,,20.6229,17.678,17.678,1.219,12,2.45,-3.05,24.56,1.219,1,0,14.62728125632459,0.1584628125632459,17.049374471830745
2012,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,237890.44,1.219,,3.3114,2.043,2.043,1.219,12,2.45,-3.05,24.56,1.219,1,0,0.577104504475881,0.01796104504475881,1.8109643163536138
2012,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25387.76,0.65,,8.5604,7.592,7.592,0.65,12,2.45,-3.16,25.83,0.65,1,0,4.472668681096681,0.05122668681096681,5.2446713125429145
2012,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,142554.44,,0.185,5.2152,4.942,4.942,0.185,3,2.45,-3.16,25.83,0.185,0,1,1.1868103391330893,0.013718103391330894,1.3780927791547715
2012,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3790.26,1.368,,20.6634,17.563,17.563,1.368,12,2.45,-3.05,24.56,1.368,1,0,14.628710730611106,0.15996710730611105,17.223274703762527
2012,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,88649.49,,0.858,5.2964,4.348,4.348,0.8579999999999999,3,2.45,-2.35,23.54,0.858,0,1,1.1889068693598046,0.020469068693598047,2.060904725455437
2012,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31488.34,1.837,,9.5647,7.332,7.332,1.8370000000000002,12,2.45,-2.35,23.54,1.837,1,0,4.453219436369187,0.06290219436369186,6.4747738993993
2012,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,251694.83,1.368,,3.4521,2.031,2.031,1.368,12,2.45,-3.05,24.56,1.368,1,0,0.5774145638349952,0.019454145638349955,1.9628549012914442
2012,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2522.89,0.877,,20.6091,18.009,18.009,0.877,12,2.45,-2.9,25.28,0.877,1,0,14.603269078100858,0.15480269078100858,16.62724247069236
2012,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),11099699.42,,0.208,2.46,2.232,2.232,0.208,3,2.45,-3.16,25.83,0.208,0,1,1.1702501696473455,0.013782501696473456,1.3845917780350048
2012,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5183.07,1.498,,20.4437,17.248,17.248,1.498,12,2.45,-2.35,23.54,1.498,1,0,14.431578608848833,0.15929578608848832,17.14563905196016
2012,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1831.14,1.061,,20.6149,17.829,17.829,1.061,12,2.45,-2.9,25.28,1.061,1,0,14.609013295716574,0.15670013295716576,16.84590521910976
2012,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5211.83,0.65,,20.8708,18.456,18.456,0.65,12,2.45,-3.16,25.83,0.65,1,0,14.569350308189774,0.15219350308189775,16.32717012159537
2012,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,258210.15,1.837,,3.7139,1.815,1.815,1.8370000000000002,12,2.45,-2.35,23.54,1.837,1,0,0.46699247090491214,0.02303992470904912,2.3284789386449622
2012,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28635.09,1.498,,8.819,6.983,6.983,1.498,12,2.45,-2.35,23.54,1.498,1,0,4.46165656976357,0.0595965656976357,6.125170395290502
2012,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5548.12,1.498,,20.4437,17.248,17.248,1.498,12,2.45,-2.35,23.54,1.498,1,0,14.431322764692988,0.15929322764692988,17.145343268457623
2012,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,26820.71,1.498,,8.819,6.983,6.983,1.498,12,2.45,-2.35,23.54,1.498,1,0,4.465998660117659,0.059639986601176594,6.129755764642364
2012,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,283756.61,1.837,,3.7139,1.815,1.815,1.8370000000000002,12,2.45,-2.35,23.54,1.837,1,0,0.5037137300966654,0.023407137300966656,2.365989537341373
2012,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,361977.08,0.877,,3.2112,2.288,2.288,0.877,12,2.45,-2.9,25.28,0.877,1,0,0.5662333526251524,0.014432333526251524,1.4528184572213831
2012,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,184427.44,1.266,,3.3613,2.045,2.045,1.266,12,2.45,-3.05,24.56,1.266,1,0,0.5712479022143433,0.018372479022143434,1.8527980796725352
2012,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2076.59,1.266,,20.6404,17.646,17.646,1.266,12,2.45,-3.05,24.56,1.266,1,0,14.6132899777953,0.15879289977795302,17.087513113782293
2012,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12259749.05,,1.222,2.7913,1.544,1.544,1.222,3,2.45,-2.35,23.54,1.222,0,1,1.1172732247752248,0.02339273224775225,2.357561299839106
2012,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2374.75,1.498,,20.4437,17.248,17.248,1.498,12,2.45,-2.35,23.54,1.498,1,0,14.446355492964722,0.1594435549296472,17.162723889156183
2012,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4171.08,1.266,,20.6404,17.646,17.646,1.266,12,2.45,-3.05,24.56,1.266,1,0,14.63253778389116,0.1589853778389116,17.109757499373913
2012,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,332861.96,1.368,,3.4521,2.031,2.031,1.368,12,2.45,-3.05,24.56,1.368,1,0,0.581875641730783,0.019498756417307833,1.967396274150679
2012,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2145.08,1.219,,20.6229,17.678,17.678,1.219,12,2.45,-3.05,24.56,1.219,1,0,14.617745421492762,0.15836745421492762,17.038358783021113
2012,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,20819.43,0.74,,8.7438,7.672,7.672,0.74,12,2.45,-2.9,25.28,0.74,1,0,4.505682252525253,0.052456822525252536,5.373658617307342
2012,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4270.55,1.678,,20.374,17.009,17.009,1.678,12,2.45,-2.35,23.54,1.678,1,0,14.42719519541913,0.1610519519541913,17.34883240522185
2012,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6740909.33,,0.744,3.02,2.246,2.246,0.744,3,2.45,-3.05,24.56,0.744,0,1,1.1486081819291811,0.018926081819291812,1.9045731760584994
2012,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,121107.6,,0.208,5.4271,5.124,5.124,0.208,3,2.45,-3.16,25.83,0.208,0,1,1.217139755781397,0.01425139755781397,1.431920553867494
2012,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4570.99,0.65,,20.8708,18.456,18.456,0.65,12,2.45,-3.16,25.83,0.65,1,0,14.571457042297773,0.15221457042297773,16.329590156335527
2012,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4217.82,1.678,,20.374,17.009,17.009,1.678,12,2.45,-2.35,23.54,1.678,1,0,14.42719519541913,0.1610519519541913,17.34883240522185
2012,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14650532.63,,0.744,3.02,2.246,2.246,0.744,3,2.45,-3.05,24.56,0.744,0,1,1.1755895025530023,0.019195895025530024,1.9318984463370104
2012,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,112023.42,,0.192,5.3843,5.098,5.098,0.192,3,2.45,-3.16,25.83,0.192,0,1,1.2335700539715762,0.014255700539715761,1.4323549506219946
2012,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18864.67,1.678,,9.2392,7.192,7.192,1.678,12,2.45,-2.35,23.54,1.678,1,0,4.460425760572759,0.06138425760572759,6.314105934157066
2012,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,306793.97,1.219,,3.3114,2.043,2.043,1.219,12,2.45,-3.05,24.56,1.219,1,0,0.5828977910142487,0.018018977910142488,1.8168538584306448
2012,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4806.91,1.678,,20.374,17.009,17.009,1.678,12,2.45,-2.35,23.54,1.678,1,0,14.425300662452099,0.16103300662452097,17.346638654277147
2012,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25205.1,1.266,,8.5649,6.98,6.98,1.266,12,2.45,-3.05,24.56,1.266,1,0,4.51874416208061,0.0578474416208061,5.940608913229206
2012,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,397765.1,1.061,,3.2562,2.148,2.148,1.061,12,2.45,-2.9,25.28,1.061,1,0,0.5665981145299144,0.016275981145299143,1.6397947724615225
2012,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1788.13,1.678,,20.374,17.009,17.009,1.678,12,2.45,-2.35,23.54,1.678,1,0,14.438519614833053,0.16116519614833053,17.3619461601654
2012,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,225431.81,1.266,,3.3613,2.045,2.045,1.266,12,2.45,-3.05,24.56,1.266,1,0,0.5807382822536589,0.01846738282253659,1.862449939733124
2012,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,45529.95,,0.246,5.4143,5.073,5.073,0.246,3,2.45,-2.9,25.28,0.246,0,1,1.1992168005433386,0.014452168005433386,1.452190152376276
2012,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8362969.62,,0.659,3.1582,2.467,2.467,0.659,3,2.45,-3.05,24.56,0.659,0,1,1.1460891783673837,0.018050891783673837,1.8159721185691646
2012,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1677.8,1.498,,20.4437,17.248,17.248,1.498,12,2.45,-2.35,23.54,1.498,1,0,14.44568544218217,0.15943685442182168,17.161949135904898
2012,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3027.13,0.877,,20.6091,18.009,18.009,0.877,12,2.45,-2.9,25.28,0.877,1,0,14.610845583595362,0.1548784558359536,16.635966501121292
2012,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,36648.59,,0.659,5.4978,4.741,4.741,0.659,3,2.45,-3.05,24.56,0.659,0,1,1.2166710004578798,0.0187567100045788,1.8874225797472555
2012,4,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,62308.34,,0.744,5.6523,4.805,4.805,0.744,3,2.45,-3.05,24.56,0.744,0,1,1.2320497410859799,0.0197604974108598,1.9890942275532897
2012,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,6806.29,1.266,,8.5649,6.98,6.98,1.266,12,2.45,-3.05,24.56,1.266,1,0,4.496457283473064,0.05762457283473064,5.917113719814893
2012,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9939.48,1.498,,8.819,6.983,6.983,1.498,12,2.45,-2.35,23.54,1.498,1,0,4.455113769896771,0.05953113769896771,6.11826135788105
