year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct_real,ref_pct,m_freq,euribor_ref_pct,tiene_euribor_12m,tiene_euribor_3m,spread_pred,tin_pred_dec,tedr_pred_pct
2011,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15893.67,1.924,,7.8508,5.658,1.924,12,1.924,1,0,4.675999999999995,0.06599999999999995,6.803355946764844
2011,3,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,144045.74,,1.176,4.519,3.277,1.176,3,1.176,0,1,1.16972,0.0234572,2.36410914511751
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,252564.07,2.067,,3.5753,1.451,2.067,12,2.067,1,0,0.5178800000000009,0.02584880000000001,2.6157249778253844
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,6830.86,1.714,,7.8911,5.905,1.714,12,1.714,1,0,4.675999999999995,0.06389999999999994,6.5805091277342465
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,394673.22,2.004,,3.5754,1.514,2.004,12,2.004,1,0,0.5174300000000008,0.02521430000000001,2.5507740995355244
2011,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,88470.06,1.924,,3.0656,1.099,1.924,12,1.924,1,0,0.5893000000000008,0.02513300000000001,2.5424545126611076
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,252103.87,2.183,,3.4917,1.254,2.183,12,2.183,1,0,0.4649999999999997,0.026479999999999997,2.6803754632343857
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,330067.15,2.147,,3.3537,1.156,2.147,12,2.147,1,0,0.5831400000000011,0.02730140000000001,2.764563039549084
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,247658.86,2.183,,3.4917,1.254,2.183,12,2.183,1,0,0.4649999999999997,0.026479999999999997,2.6803754632343857
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,6370.77,1.714,,7.8911,5.905,1.714,12,1.714,1,0,4.778839999999995,0.06492839999999996,6.6895870875857355
2011,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,167885.26,1.714,,2.9821,1.228,1.714,12,1.714,1,0,0.5893000000000008,0.02303300000000001,2.327771703831938
2011,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,24202.9,2.044,,8.2317,5.893,2.044,12,2.044,1,0,4.007999999999996,0.060519999999999956,6.222726798752909
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1283.84,2.067,,20.2829,16.543,2.067,12,2.067,1,0,14.909079999999987,0.16976079999999985,18.361252729642665
2011,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15496.19,2.11,,8.7389,6.297,2.11,12,2.11,1,0,4.786999999999992,0.06896999999999992,7.119254260474017
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1795.42,2.086,,19.9591,16.251,2.086,12,2.086,1,0,14.94795999999999,0.1703395999999999,18.428822257848232
2011,5,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9563908.06,,1.425,2.9517,1.498,1.425,3,1.425,0,1,1.118500000000001,0.02543500000000001,2.565125584904404
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,53158.61,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1944099999999995,0.027304099999999998,2.755335853617513
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,32379.92,1.714,,7.8911,5.905,1.714,12,1.714,1,0,4.675999999999995,0.06389999999999994,6.5805091277342465
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9793.97,1.55,,7.6909,5.882,1.55,12,1.55,1,0,4.675999999999995,0.06225999999999995,6.406772868567079
2011,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,95072.89,,1.425,4.6374,3.143,1.425,3,1.425,0,1,1.2530599999999987,0.026780599999999988,2.702037821807113
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,118763.44,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1951499999999995,0.027311499999999996,2.7560893867799585
2011,4,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,74906.45,,1.321,4.5771,3.188,1.321,3,1.321,0,1,1.2513799999999988,0.025723799999999988,2.594500173235681
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,23861.68,,1.087,4.3531,3.204,1.087,3,1.087,0,1,1.3752700000000007,0.024622700000000004,2.4825345347520456
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,13641.89,2.067,,8.589,6.201,2.067,12,2.067,1,0,4.786999999999992,0.06853999999999992,7.073465178849969
2011,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,133202.83,2.11,,3.6518,1.482,2.11,12,2.11,1,0,0.5265500000000007,0.026365500000000004,2.66864506094584
2011,5,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),11410952.81,,1.425,2.9517,1.498,1.425,3,1.425,0,1,1.1205600000000009,0.02545560000000001,2.5672206779802087
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,62413.04,,1.087,4.3531,3.204,1.087,3,1.087,0,1,1.3752700000000007,0.024622700000000004,2.4825345347520456
2011,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,124781.34,,1.425,4.6374,3.143,1.425,3,1.425,0,1,1.250299999999999,0.026752999999999992,2.699228351180194
2011,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1925101.14,,1.552,3.2077,1.622,1.552,3,1.552,0,1,1.1671100000000003,0.027191100000000003,2.7438296561986153
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),10872337.57,,1.598,3.1335,1.503,1.598,3,1.598,0,1,1.1830999999999992,0.027810999999999992,2.8069613924252224
2011,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13921354.23,,1.489,2.9167,1.4,1.489,3,1.489,0,1,1.113060000000001,0.026020600000000012,2.6246943052931737
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1766730.93,,1.598,3.1335,1.503,1.598,3,1.598,0,1,1.1805099999999993,0.027785099999999993,2.804323172083878
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31656.14,1.55,,7.6909,5.882,1.55,12,1.55,1,0,4.675999999999995,0.06225999999999995,6.406772868567079
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,138395.41,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1942399999999995,0.027302399999999998,2.755162745168116
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5358.9,2.147,,19.905,16.144,2.147,12,2.147,1,0,14.950039999999987,0.17097039999999986,18.502502569178937
2011,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,148594.82,,1.489,4.6622,3.103,1.489,3,1.489,0,1,1.214499999999999,0.02703499999999999,2.7279362247009775
2011,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,16784.69,2.147,,7.9385,5.517,2.147,12,2.147,1,0,4.675999999999996,0.06822999999999996,7.040465576328936
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,278673.69,2.004,,3.5754,1.514,2.004,12,2.004,1,0,0.5174300000000008,0.02521430000000001,2.5507740995355244
2011,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,68026.46,,1.552,4.7222,3.098,1.552,3,1.552,0,1,1.2208099999999988,0.02772809999999999,2.798517209065454
2011,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5446.67,1.924,,19.9333,16.391,1.924,12,1.924,1,0,14.94795999999999,0.16871959999999991,18.2397912506417
2011,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,380417.85,2.067,,3.5753,1.451,2.067,12,2.067,1,0,0.5178800000000009,0.02584880000000001,2.6157249778253844
2011,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7839384.75,,1.598,3.1335,1.503,1.598,3,1.598,0,1,1.1810399999999992,0.027790399999999993,2.804863035893823
2011,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,30441.89,2.004,,8.5681,6.245,2.004,12,2.004,1,0,4.0432,0.060472,6.21765380427568
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9957.31,1.55,,7.6909,5.882,1.55,12,1.55,1,0,4.675999999999995,0.06225999999999995,6.406772868567079
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,49150.39,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1944099999999995,0.027304099999999998,2.755335853617513
2011,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,80332.31,,1.426,5.1703,3.658,1.426,3,1.426,0,1,1.1616999999999993,0.025876999999999994,2.610084814426661
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2847.63,2.044,,20.4767,16.73,2.044,12,2.044,1,0,14.909079999999987,0.16953079999999987,18.334412177210034
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27669.5,2.097,,8.1297,5.745,2.097,12,2.097,1,0,4.786999999999992,0.06883999999999992,7.1054091571084665
2011,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27129.26,2.004,,8.5681,6.245,2.004,12,2.004,1,0,4.0432,0.060472,6.21765380427568
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9587689.7,,1.485,3.0048,1.49,1.485,3,1.485,0,1,1.2007199999999996,0.026857199999999998,2.709835389154791
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7835818.85,,1.426,3.3577,1.895,1.426,3,1.426,0,1,1.2021599999999995,0.026281599999999995,2.6512513177017194
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11066.64,1.714,,7.8911,5.905,1.714,12,1.714,1,0,4.675999999999995,0.06389999999999994,6.5805091277342465
2011,5,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6486490.7,,1.425,2.9517,1.498,1.425,3,1.425,0,1,1.118500000000001,0.02543500000000001,2.565125584904404
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1909.88,1.55,,19.445,16.351,1.55,12,1.55,1,0,14.94795999999999,0.1649795999999999,17.804442182632172
2011,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27746.19,2.11,,8.7389,6.297,2.11,12,2.11,1,0,4.786999999999992,0.06896999999999992,7.119254260474017
2011,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25504.22,2.144,,7.3551,4.974,2.144,12,2.144,1,0,4.59800000000001,0.06742000000000009,6.954284807960631
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1482.13,2.086,,19.9591,16.251,2.086,12,2.086,1,0,14.94795999999999,0.1703395999999999,18.428822257848232
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,263866.25,2.147,,3.3537,1.156,2.147,12,2.147,1,0,0.5831400000000011,0.02730140000000001,2.764563039549084
2011,9,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3090439.73,,1.536,3.1242,1.556,1.536,3,1.536,0,1,1.1644600000000005,0.027004600000000004,2.724841217971674
2011,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,253427.64,1.924,,3.0656,1.099,1.924,12,1.924,1,0,0.5885900000000007,0.025125900000000007,2.541727985249298
2011,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4162043.47,,1.321,3.2139,1.859,1.321,3,1.321,0,1,1.116620000000001,0.024376200000000008,2.4574802831655695
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29629.13,2.086,,7.5363,5.202,2.086,12,2.086,1,0,4.675999999999995,0.06761999999999994,6.9755580944887985
2011,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,20221.22,1.924,,7.8508,5.658,1.924,12,1.924,1,0,4.675999999999995,0.06599999999999995,6.803355946764844
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,381044.98,2.097,,3.5861,1.431,2.097,12,2.097,1,0,0.5360000000000009,0.026330000000000006,2.6650083734756302
2011,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13761957.37,,1.017,2.6464,1.606,1.017,3,1.017,0,1,1.0911599999999997,0.021081599999999995,2.123009163347689
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,380158.54,2.147,,3.3537,1.156,2.147,12,2.147,1,0,0.5831400000000011,0.02730140000000001,2.764563039549084
2011,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2030112.05,,1.485,3.0048,1.49,1.485,3,1.485,0,1,1.1997899999999995,0.026847899999999994,2.708888666064313
2011,5,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),10403620.46,,1.425,2.9517,1.498,1.425,3,1.425,0,1,1.118500000000001,0.02543500000000001,2.565125584904404
2011,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1754.18,1.714,,19.5967,16.316,1.714,12,1.714,1,0,14.94795999999999,0.1666195999999999,17.995162701290113
2011,2,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,97092.18,,1.087,4.3531,3.204,1.087,3,1.087,0,1,1.3752700000000007,0.024622700000000004,2.4825345347520456
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15057.08,2.097,,8.1297,5.745,2.097,12,2.097,1,0,4.786999999999992,0.06883999999999992,7.1054091571084665
2011,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11896.38,2.144,,7.3551,4.974,2.144,12,2.144,1,0,4.59800000000001,0.06742000000000009,6.954284807960631
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1717.47,2.147,,19.905,16.144,2.147,12,2.147,1,0,14.950039999999987,0.17097039999999986,18.502502569178937
2011,3,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4797791.18,,1.176,2.9054,1.702,1.176,3,1.176,0,1,1.0969100000000005,0.022729100000000002,2.29017388891406
2011,1,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,109166.44,,1.017,4.1106,3.039,1.017,3,1.017,0,1,1.3128400000000002,0.0232984,2.347980687830953
2011,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,244131.59,1.714,,2.9821,1.228,1.714,12,1.714,1,0,0.5885900000000007,0.023025900000000005,2.3270465708447707
2011,2,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9018210.87,,1.087,2.9471,1.832,1.087,3,1.087,0,1,1.1272800000000003,0.022142800000000004,2.2306636630404553
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1222.11,2.086,,19.9591,16.251,2.086,12,2.086,1,0,14.94795999999999,0.1703395999999999,18.428822257848232
2011,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14422415.46,,1.426,3.3577,1.895,1.426,3,1.426,0,1,1.2021599999999995,0.026281599999999995,2.6512513177017194
2011,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,260266.75,2.183,,3.4917,1.254,2.183,12,2.183,1,0,0.4649999999999997,0.026479999999999997,2.6803754632343857
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2356.51,2.097,,20.0161,16.288,2.097,12,2.097,1,0,14.874610000000013,0.16971610000000012,18.356035889769018
2011,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3469.78,1.924,,19.9333,16.391,1.924,12,1.924,1,0,14.94795999999999,0.16871959999999991,18.2397912506417
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4761.48,2.097,,20.0161,16.288,2.097,12,2.097,1,0,14.874610000000013,0.16971610000000012,18.356035889769018
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,22235.4,2.086,,7.5363,5.202,2.086,12,2.086,1,0,4.675999999999995,0.06761999999999994,6.9755580944887985
2011,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,13841.77,2.147,,7.9385,5.517,2.147,12,2.147,1,0,4.675999999999996,0.06822999999999996,7.040465576328936
2011,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3875.65,2.004,,20.455,16.752,2.004,12,2.004,1,0,14.909079999999987,0.16913079999999986,18.287746244445646
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3535.4,2.147,,19.905,16.144,2.147,12,2.147,1,0,14.950039999999987,0.17097039999999986,18.502502569178937
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4470.0,2.147,,19.905,16.144,2.147,12,2.147,1,0,14.950039999999987,0.17097039999999986,18.502502569178937
2011,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4507262.8,,1.017,2.6464,1.606,1.017,3,1.017,0,1,1.0911599999999997,0.021081599999999995,2.123009163347689
2011,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,114332.94,2.147,,3.3537,1.156,2.147,12,2.147,1,0,0.5831400000000011,0.02730140000000001,2.764563039549084
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9317.47,2.086,,7.5363,5.202,2.086,12,2.086,1,0,4.675999999999995,0.06761999999999994,6.9755580944887985
2011,5,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,127781.18,,1.425,4.6374,3.143,1.425,3,1.425,0,1,1.250299999999999,0.026752999999999992,2.699228351180194
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,382795.55,2.144,,3.4333,1.236,2.144,12,2.144,1,0,0.5700500000000003,0.027140500000000005,2.7480669683943804
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,20851.79,2.086,,7.5363,5.202,2.086,12,2.086,1,0,4.675999999999995,0.06761999999999994,6.9755580944887985
2011,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,96358.12,,1.489,4.6622,3.103,1.489,3,1.489,0,1,1.2489999999999981,0.02737999999999998,2.7630648348565767
2011,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9795.18,1.714,,7.8911,5.905,1.714,12,1.714,1,0,4.675999999999995,0.06389999999999994,6.5805091277342465
2011,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,17116.31,2.067,,8.589,6.201,2.067,12,2.067,1,0,4.786999999999992,0.06853999999999992,7.073465178849969
2011,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,102512.55,,1.576,5.1712,3.509,1.576,3,1.576,0,1,1.2099100000000003,0.027859100000000005,2.8118610642345665
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,139609.29,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1942399999999995,0.027302399999999998,2.755162745168116
2011,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,173256.73,2.086,,3.2106,1.078,2.086,12,2.086,1,0,0.5893000000000008,0.02675300000000001,2.7083489775282077
2011,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,34182.58,1.55,,7.6909,5.882,1.55,12,1.55,1,0,4.675999999999995,0.06225999999999995,6.406772868567079
2011,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,73487.46,,1.485,5.2799,3.705,1.485,3,1.485,0,1,1.2183600000000006,0.027033600000000005,2.727793690130831
2011,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,82669.37,2.097,,3.5861,1.431,2.097,12,2.097,1,0,0.5360000000000009,0.026330000000000006,2.6650083734756302
2011,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,26564.71,2.144,,7.3551,4.974,2.144,12,2.144,1,0,4.59800000000001,0.06742000000000009,6.954284807960631
2011,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3629.89,1.55,,19.445,16.351,1.55,12,1.55,1,0,14.94795999999999,0.1649795999999999,17.804442182632172
2011,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,72686.8,,1.426,5.1703,3.658,1.426,3,1.426,0,1,1.1616999999999993,0.025876999999999994,2.610084814426661
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3983.07,2.044,,20.4767,16.73,2.044,12,2.044,1,0,14.909079999999987,0.16953079999999987,18.334412177210034
2011,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,76643.9,,1.536,4.9752,3.359,1.536,3,1.536,0,1,1.1944099999999995,0.027304099999999998,2.755335853617513
2011,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12350751.41,,1.576,3.1604,1.552,1.576,3,1.576,0,1,1.1602000000000003,0.027362000000000004,2.7612318398222646
2011,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,24500.18,2.097,,8.1297,5.745,2.097,12,2.097,1,0,4.786999999999992,0.06883999999999992,7.1054091571084665
2011,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,13670.54,2.086,,7.5363,5.202,2.086,12,2.086,1,0,4.675999999999995,0.06761999999999994,6.9755580944887985
2011,4,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,59070.74,,1.321,4.5771,3.188,1.321,3,1.321,0,1,1.2513799999999988,0.025723799999999988,2.594500173235681
2011,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1170.1,2.144,,19.8995,16.142,2.144,12,2.144,1,0,14.88478,0.1702878,18.422773648271807
2011,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,175814.49,2.044,,3.6273,1.524,2.044,12,2.044,1,0,0.5174300000000008,0.025614300000000007,2.591715888084023
